name,latitude,longitude,feature_class,feature_code,type,scale
Nikau Walk,-41.098259999999996,172.10016000000002,R,TRL,trail,3
Heaphy Track,-40.86825,172.27016,R,TRL,trail,3
Scotts Beach,-41.08825,172.10016000000002,T,BCH,beach,3
Heaphy Track,-41.08825,172.10016000000002,R,TRL,trail,3
Gunner Downs,-41.02825,172.17016,T,PLN,plain(s),3
Cold Creek,-40.98825,172.11016,H,STM,stream,3
Pitt Creek,-40.98825,172.11016,H,STM,stream,3
Heaphy Track,-40.99825,172.11016,R,TRL,trail,3
Mount Barr,-41.01825,172.18016,T,HLL,hill,5
Field Cave,-40.96825,172.12016,S,CAVE,cave(s),5
Harley Creek,-41.04826,172.27016,H,STM,stream,3
Specimen Creek,-41.358259999999994,172.23016,H,STM,stream,3
Oparara River,-41.178259999999995,172.19016000000002,H,STM,stream,3
Right Branch Break Creek,-41.16826,172.11016,H,STM,stream,3
Left Branch Break Creek,-41.178259999999995,172.15016,H,STM,stream,3
Oykel Creek,-41.16826,172.13016000000002,H,STM,stream,3
Narya Creek,-41.15826,172.17016,H,STM,stream,3
Vilya Creek,-41.138259999999995,172.16016000000002,H,STM,stream,3
Candle Creek,-41.14826,172.11016,H,STM,stream,3
Stony Creek,-41.138259999999995,172.11016,H,STM,stream,3
Nenya Creek,-41.12826,172.17016,H,STM,stream,3
Nimrodel Creek,-41.12826,172.19016000000002,H,STM,stream,3
Ugly River,-41.11826,172.27016,H,STM,stream,3
Greys Creek,-41.18826,172.27016,H,STM,stream,3
Little Grey Creek,-41.208259999999996,172.26016,H,STM,stream,3
Karamea River,-41.248259999999995,172.27016,H,STM,stream,3
Splinter Creek,-41.208259999999996,172.15016,H,STM,stream,3
Duffer Creek,-41.19826,172.19016000000002,H,STM,stream,3
New Chum Creek,-41.18826,172.20016,H,STM,stream,3
Adam Creek,-41.19826,172.21016,H,STM,stream,3
Corkie Creek,-41.19826,172.22016000000002,H,STM,stream,3
Bosun Creek,-41.18826,172.21016,H,STM,stream,3
Quoich Creek,-41.18826,172.22016000000002,H,STM,stream,3
Bovis Creek,-41.178259999999995,172.23016,H,STM,stream,3
Castor Creek,-41.178259999999995,172.21016,H,STM,stream,3
Kelly Creek,-41.248259999999995,172.21016,H,STM,stream,3
Scarlett Creek,-41.25826,172.20016,H,STM,stream,3
Office Creek,-41.25826,172.19016000000002,H,STM,stream,3
Simkin Creek,-41.28826,172.16016000000002,H,STM,stream,3
Rocky Creek,-41.318259999999995,172.18016,H,STM,stream,3
Blatch Creek,-41.32826,172.18016,H,STM,stream,3
Reef Creek,-41.32826,172.19016000000002,H,STM,stream,3
Shag Tarn,-41.32826,172.17016,H,LK,lake,4
Swampy Tarn,-41.318259999999995,172.14016,H,LK,lake,4
Kongahu Swamp,-41.33826,172.09016,H,SWMP,swamp,4
Little Wanganui River,-41.348259999999996,172.18016,H,STM,stream,3
Captain Creek,-41.36826,172.15016,H,STM,stream,3
Rough Creek,-41.318259999999995,172.21016,H,STM,stream,3
Slaty Creek,-41.33826,172.20016,H,STM,stream,3
Disappearing Creek,-41.25826,172.28016000000002,H,STM,stream,3
Cuckoo Creek,-41.26826,172.28016000000002,H,STM,stream,3
Bellbird Stream,-41.30826,172.25016000000002,H,STM,stream,3
Piano Creek,-41.36826,172.25016000000002,H,STM,stream,3
Copper Creek,-41.358259999999994,172.25016000000002,H,STM,stream,3
McHarrie Creek,-41.348259999999996,172.26016,H,STM,stream,3
Smith Creek,-41.348259999999996,172.25016000000002,H,STM,stream,3
Drain Creek,-41.348259999999996,172.23016,H,STM,stream,3
Winter Creek,-41.37826,172.28016000000002,H,STM,stream,3
Galadriel Creek,-41.108259999999994,172.22016000000002,H,STM,stream,3
Anaconda,-41.36826,172.24016,T,HLL,hill,5
Lawrence Stream,-41.33826,172.22016000000002,H,STM,stream,3
Wangapeka Track,-41.33826,172.22016000000002,R,TRL,trail,3
Kakapo Track,-41.32826,172.24016,R,TRL,trail,3
Mount Scarlett,-41.33826,172.26016,T,HLL,hill,5
SCARLETT RANGE,-41.32826,172.25016000000002,T,MTS,mountains,2
Stormy,-41.278259999999996,172.23016,T,HLL,hill,5
Rip and Tear Pakihi,-41.29826,172.24016,,,,
Black Rat,-41.30826,172.21016,T,HLL,hill,5
Karamea Gorge,-41.25826,172.24016,T,GRGE,gorge(s),5
Umere,-41.25826,172.17016,L,LCTY,locality,4
Arapito,-41.26826,172.15016,L,LCTY,locality,4
Fenian,-41.22826,172.25016000000002,T,HLL,hill,5
FENIAN RANGE,-41.21826,172.25016000000002,T,MTS,mountains,2
Bald Knob,-41.15826,172.27016,T,HLL,hill,5
Market Cross,-41.248259999999995,172.12016,L,LCTY,locality,4
Maori Point,-41.248259999999995,172.11016,T,HLL,hill,5
Oparara Arch,-41.138259999999995,172.17016,,,,
Pigeon Creek,-41.33826,172.21016,H,STM,stream,3
Limestone Creek,-41.33826,172.21016,H,STM,stream,3
Egan Creek,-41.30826,172.16016000000002,H,STM,stream,3
Granite Creek,-41.30826,172.16016000000002,H,STM,stream,3
Avery,-41.11826,172.12016,T,HLL,hill,5
Oparara,-41.21062,172.12229,L,LCTY,locality,4
Caldervale,-41.15826,172.11016,L,LCTY,locality,4
Elfin Bluff,-41.248259999999995,172.19016000000002,T,HLL,hill,5
KARAMEA FOREST,-41.37826,172.15016,V,FRST,forest(s),2
Kongahu,-41.28826,172.08016,L,LCTY,locality,4
Scobie Clearing,-41.358259999999994,172.15016,,,,
Te Namu,-41.36826,172.09016,L,LCTY,locality,4
Little Wanganui,-41.36826,172.05016,L,LCTY,locality,4
Greys Hut,-41.23826,172.27016,S,HUT,hut,5
Moria Gate,-41.14826,172.19016000000002,T,PASS,pass,4
Lawrence Saddle,-41.318259999999995,172.25016000000002,T,PASS,pass,4
Rat Trap Saddle,-41.21826,172.19016000000002,T,PASS,pass,4
O'Connor Creek,-41.37826,172.08016,H,STM,stream,3
Q Creek,-41.41826,172.08016,H,STM,stream,3
Tuna Creek,-41.428259999999995,172.13016000000002,H,STM,stream,3
MacPherson Creek,-41.41826,172.15016,H,STM,stream,3
West Creek,-41.41826,172.17016,H,STM,stream,3
Baker Creek,-41.40826,172.19016000000002,H,STM,stream,3
Tidal Creek,-41.41826,172.10016000000002,H,STM,stream,3
Lake Hanlon,-41.41826,172.10016000000002,H,LK,lake,4
Swag Saddle,-41.37826,172.24016,T,PASS,pass,4
Silver Creek,-41.37826,172.24016,H,STM,stream,3
Gold Creek,-41.388259999999995,172.24016,H,STM,stream,3
Fugel Creek,-41.39826,172.24016,H,STM,stream,3
Little Fugel Creek,-41.40826,172.23016,H,STM,stream,3
Deep Creek,-41.428259999999995,172.23016,H,STM,stream,3
Johnson River,-41.41826,172.24016,H,STM,stream,3
Lake William,-41.41826,172.22016000000002,H,LK,lake,4
Lake Fiddle,-41.428259999999995,172.22016000000002,H,LK,lake,4
Lake Marina,-41.46826,172.23016,H,LK,lake,4
Hemphill River,-41.50826,172.20016,H,STM,stream,3
Lake Dora,-41.52827,172.18016,H,LK,lake,4
Lake Perrine,-41.538270000000004,172.16016000000002,H,LK,lake,4
Pakihi Creek,-41.538270000000004,172.15016,H,STM,stream,3
Twins Stream,-41.63827,171.84015,H,STM,stream,3
Miller Stream,-41.63827,171.86015,H,STM,stream,3
Bradley Stream,-41.61826,171.86015,H,STM,stream,3
Cooper Stream,-41.61826,171.86015,H,STM,stream,3
Rome Stream,-41.61827,171.89015,H,STM,stream,3
Sandy Creek,-41.63827,171.89015,H,STM,stream,3
Election Stream,-41.63827,171.94015,H,STM,stream,3
Munro Stream,-41.63827,171.94015,H,STM,stream,3
A.J. Stream,-41.63827,171.91015,H,STM,stream,3
Weka Creek,-41.62827,171.90015,H,STM,stream,3
Ngakawau River,-41.61827,171.95015,H,STM,stream,3
Saint David Stream,-41.61827,171.99015,H,STM,stream,3
Budge Creek,-41.63827,172.01015,H,STM,stream,3
Murphy Creek,-41.56827,172.01015,H,STM,stream,3
Lamplough Stream,-41.57826,171.89015,H,STM,stream,3
Blow Stream,-41.57826,171.92015,H,STM,stream,3
McKenzie Stream,-41.57826,171.92015,H,STM,stream,3
Frank Stream,-41.57826,171.94015,H,STM,stream,3
Muir Stream,-41.57826,171.96015,H,STM,stream,3
Fletcher Stream,-41.58827,171.97015,H,STM,stream,3
Lowe Stream,-41.568259999999995,171.98015,H,STM,stream,3
Mokihinui River,-41.53826,171.99015,H,STM,stream,3
Marris Stream,-41.53826,171.95015,H,STM,stream,3
Sawyer Creek,-41.51826,171.96015,H,STM,stream,3
Tobin Creek,-41.51826,171.97015,H,STM,stream,3
Stillwater Creek,-41.51826,171.98015,H,STM,stream,3
Mumm Creek,-41.50826,171.98015,H,STM,stream,3
Johnny Cake Creek,-41.54826,172.05016,H,STM,stream,3
Anderson Creek,-41.54826,172.07016000000002,H,STM,stream,3
Cascade Creek,-41.51826,172.11016,H,STM,stream,3
Camp Creek,-41.51826,172.12016,H,STM,stream,3
Jones Creek,-41.53826,172.10016000000002,H,STM,stream,3
Hennessy Creek,-41.57827,172.14016,H,STM,stream,3
Mountain Creek,-41.63827,172.10015,H,STM,stream,3
Stern Creek,-41.62827,172.17016,H,STM,stream,3
Goat Creek,-41.608270000000005,172.20016,H,STM,stream,3
Larrikin Creek,-41.58827,172.22016000000002,H,STM,stream,3
Stoney Creek,-41.57827,172.22016000000002,H,STM,stream,3
Sinclair Creek,-41.54827,172.21016,H,STM,stream,3
Maori Gully,-41.47826,172.18016,T,GRGE,gorge(s),5
Mokihinui River (South Branch),-41.608270000000005,172.18016,H,STM,stream,3
Granity Stream,-41.61826,171.84015,H,STM,stream,3
Stockton,-41.62827,171.89015,L,LCTY,locality,4
Millerton,-41.62827,171.88015,L,LCTY,locality,4
Ngakawau,-41.608259999999994,171.87015,L,LCTY,locality,4
Hector,-41.60517,171.87956,L,LCTY,locality,4
Steep Creek,-41.608259999999994,171.88015,H,STM,stream,3
South Creek,-41.608259999999994,171.88015,H,STM,stream,3
Brown Stream,-41.608259999999994,171.88015,H,STM,stream,3
Crane Cliff,-41.608259999999994,171.88015,T,CLF,cliff(s),4
Lovers Rock,-41.608259999999994,171.85015,T,ISL,island,4
Torea Rocks,-41.61826,171.85015,T,ISL,island,4
Chair Rock,-41.61826,171.85015,T,ISL,island,4
Rome Ridge,-41.608270000000005,171.90015,T,RDGE,ridge(s),4
Ngakawau Gorge,-41.608270000000005,171.93015,T,GRGE,gorge(s),5
RADCLIFFE RIDGE,-41.57826,171.91015,T,RDGE,ridge(s),4
Rod Stream,-41.58826,171.94015,H,STM,stream,3
MOKIHINUI FOREST,-41.58826,171.94015,V,FRST,forest(s),2
Little Wanganui Head,-41.388259999999995,172.05016,T,PT,point,4
Grenadier Rocks,-41.47826,171.96015,,,,
Granity,-41.6302,171.85312,L,LCTY,locality,4
Nikau,-41.53826,171.92015,L,LCTY,locality,4
Brewery Stream,-41.528259999999996,171.94015,H,STM,stream,3
Summerlea,-41.528259999999996,171.94015,L,LCTY,locality,4
Mokihinui,-41.52664,171.93552,L,LCTY,locality,4
Surveyors Creek,-41.50826,172.02015,H,STM,stream,3
View Hill Saddle,-41.50826,172.02015,T,PASS,pass,4
Kilmarnock,-41.50826,172.04016000000001,T,HLL,hill,5
Karamea Bluffs,-41.50826,172.01015,T,CLF,cliff(s),4
Corbyvale,-41.47826,172.05016,L,LCTY,locality,4
RADIANT RANGE,-41.47826,172.08016,T,MTS,mountains,2
RADIANT RANGE,-41.43826,172.18016,T,MTS,mountains,2
Charming Creek Walkway,-41.598259999999996,171.91015,R,TRL,trail,3
Page Stream,-41.54826,171.98015,H,STM,stream,3
Seddonville,-41.54826,171.98015,L,LCTY,locality,4
Old Dip Coal Mine,-41.62827,171.87015,S,MN,mine(s),5
Charming Creek Coal Mine,-41.57826,171.95015,S,MN,mine(s),5
Warrigal Island,-41.53826,171.97015,T,ISL,island,4
Mount Glasgow,-41.58827,172.05015,T,HLL,hill,5
GLASGOW RANGE,-41.608270000000005,172.06015,T,MTS,mountains,2
Goat Creek Hut,-41.59827,172.19016000000002,S,HUT,hut,5
Mount Misery,-41.55827,172.27016,T,HLL,hill,5
Mount Snodgrass,-41.538270000000004,172.25016000000002,T,HLL,hill,5
Sinclairs Hut,-41.538270000000004,172.19016000000002,S,HUT,hut,5
Mokihinui Forks Hut,-41.54827,172.17016,S,HUT,hut,5
WEBB RIDGE,-41.46826,172.21016,T,RDGE,ridge(s),4
Mount Webb,-41.46826,172.21016,T,HLL,hill,5
Mount Young,-41.46826,172.21016,T,HLL,hill,5
JOHNSON RIDGE,-41.458259999999996,172.25016000000002,T,RDGE,ridge(s),4
Johnson Hut,-41.458259999999996,172.27016,S,HUT,hut,5
Mount Gorgeous,-41.44826,172.25016000000002,T,HLL,hill,5
Marris Peak,-41.43826,172.22016000000002,T,HLL,hill,5
MOKIHINUI FOREST,-41.44826,172.18016,V,FRST,forest(s),2
Johnson Track,-41.428259999999995,172.24016,R,TRL,trail,3
Mount Fugel,-41.39826,172.23016,T,HLL,hill,5
Mount Johnson,-41.39826,172.23016,T,HLL,hill,5
Mount Radiant,-41.37826,172.23016,T,HLL,hill,5
Mount Zetland,-41.388259999999995,172.27016,T,HLL,hill,5
Zetland Basin,-41.388259999999995,172.27016,T,PAN,pan,4
Kiwi Ridge,-41.37826,172.26016,T,RDGE,ridge(s),4
Mount O'Connor,-41.46826,172.14016,T,HLL,hill,5
Mine Creek Coal Mine,-41.62827,171.86015,S,MN,mine(s),5
Happy Valley Saddle,-41.44826,172.09016,T,PASS,pass,4
Kiwi Creek,-41.37826,172.25016000000002,H,STM,stream,3
Kiwi Saddle,-41.37826,172.25016000000002,T,PASS,pass,4
Matakota Creek,-40.558240000000005,172.68016,H,STM,stream,3
Fletcher Creek,-40.558240000000005,172.69016000000002,H,STM,stream,3
Flowers Creek,-40.56824,172.66016000000002,H,STM,stream,3
Onetaua Creek,-40.558240000000005,172.67016,H,STM,stream,3
Lagoon Creek,-40.528240000000004,172.97017,H,STM,stream,3
Kaihoka Point,-40.54824,172.58016,T,PT,point,4
Oyster Point,-40.56824,172.59016,T,PT,point,4
Pecks Point,-40.56824,172.62016,T,PT,point,4
Nguroa Bay,-40.518240000000006,172.61016,H,BAY,bay,3
Curious Cliff,-40.518240000000006,172.61016,T,CLF,cliff(s),4
Mount Lunar,-40.528240000000004,172.61016,T,HLL,hill,5
Te Rae,-40.558240000000005,172.70016,L,LCTY,locality,4
Wharariki Beach,-40.49824,172.66016000000002,T,BCH,beach,3
Archway Islands,-40.49824,172.67016,T,ISL,island,4
Cape Farewell,-40.49824,172.69016000000002,T,PT,point,4
Puponga,-40.518240000000006,172.70016,L,LCTY,locality,4
Golden,-40.56824,172.87017,H,BAY,bay,3
Mullet Creek,-40.528240000000004,172.91017,H,STM,stream,3
Port Puponga,-40.518240000000006,172.74017,L,LCTY,locality,4
Triangle Flat,-40.50824,172.73017,T,PLN,plain(s),3
Stockyard Point,-40.50824,172.84017,T,PT,point,4
Farewell Spit,-40.50824,172.84017,T,PEN,peninsula,4
The Shellbanks,-40.55825,173.03017,H,BNK,bank(s),4
Enid Stream,-40.75825,172.29016000000001,H,STM,stream,3
Turimawiwi River,-40.78825,172.34016,H,STM,stream,3
Te Rata Creek,-40.70825,172.33016,H,STM,stream,3
South Branch Anatori Stream,-40.77825,172.38016000000002,H,STM,stream,3
North Branch Anatori Stream,-40.77825,172.39016,H,STM,stream,3
Walsh Creek,-40.82825,172.43016,H,STM,stream,3
Webb Stream,-40.76825,172.44016000000002,H,STM,stream,3
Friday Creek,-40.71825,172.40016,H,STM,stream,3
Shot Creek,-40.70825,172.42016,H,STM,stream,3
Soldier Creek,-40.70825,172.41016000000002,H,STM,stream,3
Dutchman Creek,-40.69825,172.41016000000002,H,STM,stream,3
Malone Creek,-40.68825,172.42016,H,STM,stream,3
Little Slaty Creek,-40.70825,172.44016000000002,H,STM,stream,3
Jimmy Creek,-40.70825,172.44016000000002,H,STM,stream,3
Dam Creek,-40.69825,172.45016,H,STM,stream,3
Sandhills Creek,-40.72825,172.43016,H,STM,stream,3
Toe Rag Creek,-40.70825,172.48016,H,STM,stream,3
Paturau River,-40.69825,172.47016000000002,H,STM,stream,3
Camp Creek,-40.66825,172.48016,H,STM,stream,3
Rocky Creek,-40.68825,172.48016,H,STM,stream,3
Simmiss Creek,-40.74825,172.48016,H,STM,stream,3
Paturau River,-40.76825,172.47016000000002,H,STM,stream,3
Big River,-40.82825,172.28016000000002,H,STM,stream,3
Anaweka River,-40.79825,172.30016,H,STM,stream,3
17 Mile Creek,-40.79825,172.47016000000002,H,STM,stream,3
Basin Creek,-40.83825,172.48016,H,STM,stream,3
15 Mile Creek,-40.79825,172.51016,H,STM,stream,3
Aorere River,-40.82825,172.48016,H,STM,stream,3
Aorere River,-40.75825,172.60016000000002,H,STM,stream,3
Little Doctor Creek,-40.83825,172.52016,H,STM,stream,3
Gardiner Gully,-40.81825,172.55016,T,GRGE,gorge(s),5
Graham Creek,-40.79825,172.56016,H,STM,stream,3
Little Boulder River,-40.78825,172.57016000000002,H,STM,stream,3
Bert Creek,-40.80825,172.57016000000002,H,STM,stream,3
Forrester Creek,-40.82825,172.58016,H,STM,stream,3
Bains Gully,-40.82825,172.59016,T,GRGE,gorge(s),5
Slate River,-40.80825,172.61016,H,STM,stream,3
Little Slate River,-40.75825,172.59016,H,STM,stream,3
Deadman Creek,-40.76825,172.60016000000002,H,STM,stream,3
Wakefield Gully,-40.77825,172.62016,T,GRGE,gorge(s),5
Bedstead Gully,-40.76825,172.63016000000002,T,GRGE,gorge(s),5
Cole Creek,-40.76825,172.63016000000002,H,STM,stream,3
McGregor Gully,-40.77825,172.64016,T,GRGE,gorge(s),5
Coppermine Creek,-40.75825,172.64016,H,STM,stream,3
Graham Creek,-40.74825,172.64016,H,STM,stream,3
Lightband Gully,-40.74825,172.64016,T,GRGE,gorge(s),5
Appos Creek,-40.73825,172.64016,H,STM,stream,3
Dorothy Creek,-40.73825,172.64016,H,STM,stream,3
Ward Creek,-40.73825,172.65016,H,STM,stream,3
Raby Riley Gully,-40.72825,172.66016000000002,T,GRGE,gorge(s),5
Dam Creek,-40.75825,172.66016000000002,H,STM,stream,3
Parapara River,-40.79825,172.62016,H,STM,stream,3
Mulligan Creek,-40.76825,172.69016000000002,H,STM,stream,3
Onekaka River,-40.77825,172.68016,H,STM,stream,3
Blue Creek,-40.79825,172.63016000000002,H,STM,stream,3
Grueby Creek,-40.80825,172.62016,H,STM,stream,3
Ironstone Creek,-40.78825,172.68016,H,STM,stream,3
Dogan Creek,-40.77825,172.70016,H,STM,stream,3
Camp Creek,-40.79825,172.71016,H,STM,stream,3
Turnbull Creek,-40.79825,172.70016,H,STM,stream,3
Diorite Creek,-40.81825,172.69016000000002,H,STM,stream,3
Carbonate Creek,-40.81825,172.68016,H,STM,stream,3
Copperstain Creek,-40.81825,172.70016,H,STM,stream,3
Mineral Creek,-40.81825,172.70016,H,STM,stream,3
Flowers Creek,-40.81825,172.70016,H,STM,stream,3
Break-me-up Creek,-40.82825,172.69016000000002,H,STM,stream,3
Serpentine Creek,-40.82825,172.71016,H,STM,stream,3
Dunlop Creek,-40.82825,172.64016,H,STM,stream,3
Travers Creek,-40.83825,172.66016000000002,H,STM,stream,3
Surprise Creek,-40.82825,172.65016,H,STM,stream,3
Bainham Creek,-40.76825,172.53016000000002,H,STM,stream,3
Clay Creek,-40.74825,172.56016,H,STM,stream,3
Swamp Creek,-40.73825,172.55016,H,STM,stream,3
MacKay Pass Stream,-40.74825,172.58016,H,STM,stream,3
Patterson Creek,-40.72825,172.55016,H,STM,stream,3
Scott Creek,-40.72825,172.58016,H,STM,stream,3
King Creek,-40.72825,172.59016,H,STM,stream,3
MacKay Creek,-40.70825,172.61016,H,STM,stream,3
Kaituna River,-40.69825,172.55016,H,STM,stream,3
Little Granity Creek,-40.69825,172.57016000000002,H,STM,stream,3
Granity Creek,-40.68825,172.59016,H,STM,stream,3
Coal Creek,-40.668240000000004,172.60016000000002,H,STM,stream,3
Otimataura Creek,-40.67825,172.59016,H,STM,stream,3
Dolomite Creek,-40.668240000000004,172.61016,H,STM,stream,3
Gorge Creek,-40.64824,172.62016,H,STM,stream,3
Burton Ale Creek,-40.69825,172.66016000000002,H,STM,stream,3
Elusive Stream,-40.64824,172.63016000000002,H,STM,stream,3
Confirmation Creek,-40.64824,172.64016,H,STM,stream,3
Bluff Creek,-40.63824,172.63016000000002,H,STM,stream,3
Plumbago Creek,-40.61824,172.65016,H,STM,stream,3
Taimatea Creek,-40.60824,172.66016000000002,H,STM,stream,3
White Pine Creek,-40.598240000000004,172.60016000000002,H,STM,stream,3
Bone Creek,-40.61824,172.56016,H,STM,stream,3
Banjo Creek,-40.61824,172.54016000000001,H,STM,stream,3
Island Creek,-40.61824,172.53016000000002,H,STM,stream,3
Coal Creek,-40.63824,172.51016,H,STM,stream,3
Ongawanga Creek,-40.57824,172.63016000000002,H,STM,stream,3
Gibbs Gully,-40.77825,172.63016000000002,T,GRGE,gorge(s),5
Sailor Gully,-40.77825,172.63016000000002,T,GRGE,gorge(s),5
Bare Hill,-40.80825,172.34016,T,HLL,hill,5
Centre Peak,-40.77825,172.33016,T,HLL,hill,5
Mount Stevens,-40.78825,172.45016,T,HLL,hill,5
Fosters Lookout,-40.74825,172.45016,T,HLL,hill,5
Cooks Creek,-40.74825,172.52016,H,STM,stream,3
Mount Higgins,-40.74825,172.52016,T,HLL,hill,5
WAKAMARAMA RANGE,-40.76825,172.49016,T,MTS,mountains,2
Bainham,-40.75825,172.56016,L,LCTY,locality,4
Black Cow,-40.83825,172.55016,T,HLL,hill,5
Lookout Knob,-40.80825,172.59016,T,HLL,hill,5
Bushy Cone,-40.81825,172.60016000000002,T,HLL,hill,5
Peter Knob,-40.82825,172.60016000000002,T,HLL,hill,5
Mount Treblow,-40.79825,172.60016000000002,T,HLL,hill,5
Parapara River,-40.82825,172.63016000000002,H,STM,stream,3
Parapara Peak,-40.82825,172.67016,T,HLL,hill,5
Boulder Lake Track,-40.82825,172.56016,R,TRL,trail,3
The Castles,-40.82825,172.56016,T,RDGE,ridge(s),4
Greenwood Creek,-40.76825,172.65016,H,STM,stream,3
Richmond Hill,-40.76825,172.65016,T,HLL,hill,5
Doctor Creek,-40.75825,172.62016,H,STM,stream,3
Aorere Caves,-40.75825,172.62016,S,CAVE,cave(s),5
Glen Gyle Creek,-40.74825,172.65016,H,STM,stream,3
Red Hill,-40.74825,172.65016,T,HLL,hill,5
Sluice Creek,-40.75825,172.63016000000002,H,STM,stream,3
Druggans Dam,-40.75825,172.63016000000002,S,DAM,dam,5
Devils Hill,-40.77825,172.60016000000002,T,HLL,hill,5
Brandy Point,-40.77825,172.60016000000002,T,PT,point,4
Moonlight Flat,-40.77825,172.61016,T,PLN,plain(s),3
Appos Flat,-40.72825,172.65016,T,PLN,plain(s),3
Rockville,-40.71825,172.62016,L,LCTY,locality,4
Te Anaroa Caves,-40.72825,172.63016000000002,S,CAVE,cave(s),5
Devils Boots,-40.72825,172.63016000000002,T,RK,rock,5
Washbourne Creek,-40.73825,172.67016,H,STM,stream,3
Limonite Creek,-40.73825,172.67016,H,STM,stream,3
Mount Rinopai,-40.74825,172.67016,T,HLL,hill,5
Skilton Gully,-40.74825,172.67016,T,GRGE,gorge(s),5
Squires Gully,-40.72825,172.69016000000002,T,GRGE,gorge(s),5
Tukurua Point,-40.72825,172.69016000000002,T,PT,point,4
Parapara,-40.71825,172.69016000000002,L,LCTY,locality,4
Milnthorpe,-40.70825,172.68016,L,LCTY,locality,4
Onekaka,-40.75825,172.69016000000002,L,LCTY,locality,4
Little Kaituna Stream,-40.75825,172.69016000000002,H,STM,stream,3
Patons Rock,-40.77825,172.75016000000002,L,LCTY,locality,4
Puramahoi,-40.79825,172.74016,L,LCTY,locality,4
Taipo Creek,-40.80825,172.69016000000002,H,STM,stream,3
Kaipuke Cliffs,-40.70825,172.34016,T,CLF,cliff(s),4
Anatori,-40.69825,172.35016000000002,L,LCTY,locality,4
Patarau River,-40.63824,172.43016,L,LCTY,locality,4
Mangarakau,-40.63824,172.47016000000002,L,LCTY,locality,4
Te Hapu,-40.60824,172.47016000000002,L,LCTY,locality,4
Sharks Head,-40.598240000000004,172.48016,T,PT,point,4
South Head Cone,-40.57824,172.53016000000002,T,PT,point,4
Meroiti,-40.57824,172.55016,L,LCTY,locality,4
Moki Point,-40.57824,172.57016000000002,T,PT,point,4
Rakopi,-40.58824,172.56016,L,LCTY,locality,4
Melbourne Point,-40.598240000000004,172.54016000000001,T,PT,point,4
Kaituna Track,-40.61824,172.58016,R,TRL,trail,3
Flowers Creek,-40.56824,172.68016,H,STM,stream,3
Kaituna Track,-40.70825,172.57016000000002,R,TRL,trail,3
Knuckle Hill,-40.628240000000005,172.56016,T,HLL,hill,5
Kaituna Track,-40.65824,172.54016000000001,R,TRL,trail,3
The Three Sisters,-40.63824,172.62016,T,RK,rock,5
BURNETT RANGE,-40.63824,172.62016,T,MTS,mountains,2
Ferntown,-40.65824,172.64016,L,LCTY,locality,4
Gibbstown,-40.668240000000004,172.68016,L,LCTY,locality,4
Aorere,-40.71825,172.60016000000002,L,LCTY,locality,4
Mount Haidinger,-40.68825,172.57016000000002,T,HLL,hill,5
Devils Dining Table,-40.68825,172.63016000000002,,,,
Maffey Creek,-40.628240000000005,172.64016,H,STM,stream,3
Mount Waters,-40.628240000000005,172.64016,T,HLL,hill,5
Mount Burnett,-40.63824,172.64016,T,HLL,hill,5
Taimatea Point,-40.61824,172.67016,T,PT,point,4
Opou,-40.63824,172.66016000000002,L,LCTY,locality,4
Waikato,-40.61824,172.68016,L,LCTY,locality,4
Seaford,-40.57824,172.68016,L,LCTY,locality,4
Maori Point,-40.57824,172.61016,T,PT,point,4
Takaka River,-41.108259999999994,172.71017,H,STM,stream,3
Magnesite Creek,-41.08826,172.71017,H,STM,stream,3
Cobb River,-41.07826,172.68017,H,STM,stream,3
Skeet Creek,-41.03825,172.72017,H,STM,stream,3
Galena Creek,-41.098259999999996,172.66017,H,STM,stream,3
Lake Sylvester,-41.098259999999996,172.62016,H,LK,lake,4
Little Sylvester Lake,-41.108259999999994,172.62016,H,LK,lake,4
Iron Lake,-41.098259999999996,172.61016,H,LK,lake,4
Lake Lillie,-41.08826,172.61016,H,LK,lake,4
Lake Lockett,-41.07826,172.62016,H,LK,lake,4
Ruby Lake,-41.068259999999995,172.58016,H,LK,lake,4
Cobb River,-41.07826,172.55016,H,STM,stream,3
Waingaro River,-41.028259999999996,172.55016,H,STM,stream,3
Waingaro River,-41.04826,172.60016000000002,H,STM,stream,3
Waingaro River,-41.02825,172.71017,H,STM,stream,3
Waingaro River,-40.94825,172.73017,H,STM,stream,3
Lake Stanley,-40.99825,172.60016000000002,H,LK,lake,4
Stanley River,-40.97825,172.59016,H,STM,stream,3
Stanley River,-40.99825,172.57016000000002,H,STM,stream,3
Lake Lindsay,-40.985240000000005,172.63623,H,LK,lake,4
Devil River,-40.95825,172.67016,H,STM,stream,3
Lake Sparrow,-40.9766,172.61656000000002,H,LK,lake,4
Anatoki River,-40.95825,172.57016000000002,H,STM,stream,3
Anatoki River,-40.91825,172.65016,H,STM,stream,3
The Slaty,-40.90825,172.73017,H,STM,stream,3
Limestone Gully,-40.89825,172.74017,T,GRGE,gorge(s),5
Go Ahead Creek,-40.88825,172.73016,H,STM,stream,3
Contact Creek,-40.83825,172.72016000000002,H,STM,stream,3
Campbell Creek,-40.84825,172.70016,H,STM,stream,3
Waikoropupu River,-40.84825,172.70016,H,STM,stream,3
Page Creek,-40.85825,172.74016,H,STM,stream,3
Sheepy Creek,-40.86825,172.72016000000002,H,STM,stream,3
